cve_id,matched_keyword,published,cvss_score,cvss_vector,cvss_version,cvss_source,reference_count,sample_cpe,description,nvd_url,tier,package,installed_version,expected_vulnerable,source_advisory_url,notes
CVE-2016-1436,gtp,23-06-2016,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:cisco:asr_5000_software:17.2.0:*:*:*:*:*:*:*,The General Packet Radio Switching Tunneling Protocol 1 (aka GTPv1) implementation on Cisco ASR 5000 Packet Data Network Gateway devices before 19.4 allows remote attackers to cause a denial of service (Session Manager process restart) via a crafted ,https://nvd.nist.gov/vuln/detail/CVE-2016-1436,hard,cisco-asr5000-software,19.3,TRUE,http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160621-asr,Advisory says vulnerable before 19.4
CVE-2016-4030,lte,13-04-2017,6.8,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:o:samsung:galaxy_s6_firmware:g920fxxu2coh2:*:*:*:*:*:*:*,"Samsung SM-G920F build G920FXXU2COH2 (Galaxy S6), SM-N9005 build N9005XXUGBOK6 (Galaxy Note 3), GT-I9192 build I9192XXUBNB1 (Galaxy S4 mini), GT-I9195 build I9195XXUCOL1 (Galaxy S4 mini LTE), and GT-I9505 build I9505XXUHOJ2 (Galaxy S4) devices have u",https://nvd.nist.gov/vuln/detail/CVE-2016-4030,hard,samsung-galaxy-s6-firmware,G920FXXU2COH2,TRUE,http://www.securityfocus.com/bid/97701,Advisory names this exact firmware build as affected
CVE-2016-4031,lte,13-04-2017,6.8,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:o:samsung:galaxy_s6_firmware:g920fxxu2coh2:*:*:*:*:*:*:*,"Samsung SM-G920F build G920FXXU2COH2 (Galaxy S6), SM-N9005 build N9005XXUGBOK6 (Galaxy Note 3), GT-I9192 build I9192XXUBNB1 (Galaxy S4 mini), GT-I9195 build I9195XXUCOL1 (Galaxy S4 mini LTE), and GT-I9505 build I9505XXUHOJ2 (Galaxy S4) devices allow ",https://nvd.nist.gov/vuln/detail/CVE-2016-4031,hard,samsung-galaxy-s6-firmware,G920FXXU2COH2,TRUE,http://www.securityfocus.com/bid/97703,Advisory names this exact firmware build as affected
CVE-2016-5392,kubernetes,05-08-2016,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:a:redhat:openshift:3.2:*:*:*:enterprise:*:*:*,"The API server in Kubernetes, as used in Red Hat OpenShift Enterprise 3.2, in a multi tenant environment allows remote authenticated users with knowledge of other project names to obtain sensitive project and user information via vectors related to t",https://nvd.nist.gov/vuln/detail/CVE-2016-5392,medium,kubernetes,3.2.0,TRUE,http://www.securityfocus.com/bid/91793,Advisory names Red Hat OpenShift Enterprise 3.2 specifically
CVE-2016-7075,kubernetes,10-09-2018,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,secalert@redhat.com,6,cpe:2.3:a:kubernetes:kubernetes:-:*:*:*:*:*:*:*,It was found that Kubernetes as used by Openshift Enterprise 3 did not correctly validate X.509 client intermediate certificate host name fields. An attacker could use this flaw to bypass authentication requirements by using a specially crafted X.509,https://nvd.nist.gov/vuln/detail/CVE-2016-7075,medium,kubernetes, 1.5.0,TRUE,https://access.redhat.com/errata/RHSA-2016:2064,any version before 1.5.5 is vulnerable.
CVE-2018-1002100,kubernetes,02-06-2018,4.2,CVSS:3.0/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:H/A:N,cvssMetricV30,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes versions 1.5.x, 1.6.x, 1.7.x, 1.8.x, and prior to version 1.9.6, the kubectl cp command insecurely handles tar data returned from the container, and can be caused to overwrite arbitrary local files.",https://nvd.nist.gov/vuln/detail/CVE-2018-1002100,medium,kubernetes,1.9.0,TRUE,https://bugzilla.redhat.com/show_bug.cgi?id=1564305,Advisory says vulnerable in 1.5.x-1.8.x and prior to 1.9.6
CVE-2018-1002105,kubernetes,05-12-2018,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,jordan@liggitt.net,40,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In all Kubernetes versions prior to v1.10.11, v1.11.5, and v1.12.3, incorrect handling of error responses to proxied upgrade requests in the kube-apiserver allowed specially crafted requests to establish a connection through the Kubernetes API server",https://nvd.nist.gov/vuln/detail/CVE-2018-1002105,easy,kubernetes,1.9.0,TRUE,http://lists.opensuse.org/opensuse-security-announce/2020-04/msg00041.html,Advisory says vulnerable prior to v1.10.11/v1.11.5/v1.12.3 -- 1.9.0 is safely below all three
CVE-2018-16843,nginx,07-11-2018,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,24,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,nginx before versions 1.15.6 and 1.14.1 has a vulnerability in the implementation of HTTP/2 that can allow for excessive memory consumption. This issue affects nginx compiled with the ngx_http_v2_module (not compiled by default) if the 'http2' option,https://nvd.nist.gov/vuln/detail/CVE-2018-16843,easy,nginx,1.15.5,TRUE,http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00035.html,Advisory says vulnerable before 1.15.6 and 1.14.1
CVE-2018-16845,nginx,07-11-2018,6.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H,cvssMetricV31,nvd@nist.gov,28,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,"nginx before versions 1.15.6, 1.14.1 has a vulnerability in the ngx_http_mp4_module, which might allow an attacker to cause infinite loop in a worker process, cause a worker process crash, or might result in worker process memory disclosure by using ",https://nvd.nist.gov/vuln/detail/CVE-2018-16845,easy,nginx,1.15.5,TRUE,http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00035.html,Advisory says vulnerable before 1.15.6 and 1.14.1
CVE-2018-5522,diameter,01-06-2018,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*,"On F5 BIG-IP 13.0.0, 12.0.0-12.1.2, 11.6.1-11.6.3.1, 11.5.1-11.5.5, or 11.2.1, when processing DIAMETER transactions with carefully crafted attribute-value pairs, TMM may crash.",https://nvd.nist.gov/vuln/detail/CVE-2018-5522,hard,big-ip,13.0.0,TRUE,http://www.securityfocus.com/bid/104384,Advisory lists 13.0.0 among affected BIG-IP versions
CVE-2018-6350,rtp,14-06-2019,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:whatsapp:whatsapp:*:*:*:*:*:android:*:*,"An out-of-bounds read was possible in WhatsApp due to incorrect parsing of RTP extension headers. This issue affects WhatsApp for Android prior to 2.18.276, WhatsApp Business for Android prior to 2.18.99, WhatsApp for iOS prior to 2.18.100.6, WhatsAp",https://nvd.nist.gov/vuln/detail/CVE-2018-6350,hard,whatsapp-android,2.18.270,TRUE,http://www.securityfocus.com/bid/108803,Advisory says vulnerable prior to 2.18.276 for Android
CVE-2019-11254,kube-apiserver,01-04-2020,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The Kubernetes API Server component in versions 1.1-1.14, and versions prior to 1.15.10, 1.16.7 and 1.17.3 allows an authorized user who sends malicious YAML payloads to cause the kube-apiserver to consume excessive CPU cycles while parsing YAML.",https://nvd.nist.gov/vuln/detail/CVE-2019-11254,medium,kubernetes,1.14.0,TRUE,https://github.com/kubernetes/kubernetes/issues/89535,Advisory says vulnerable 1.1-1.14 and prior to 1.15.10/1.16.7/1.17.3
CVE-2019-15136,rtp,18-08-2019,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:eprosima:fast-rtps:*:*:*:*:*:*:*:*,"The Access Control plugin in eProsima Fast RTPS through 1.9.0 does not check partition permissions from remote participant connections, which can lead to policy bypass for a secure Data Distribution Service (DDS) partition.",https://nvd.nist.gov/vuln/detail/CVE-2019-15136,hard,fast-rtps,1.9.0,TRUE,https://arxiv.org/abs/1908.05310,Advisory says vulnerable through 1.9.0
CVE-2019-15137,rtp,18-08-2019,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:eprosima:fast-rtps:*:*:*:*:*:*:*:*,"The Access Control plugin in eProsima Fast RTPS through 1.9.0 allows fnmatch pattern matches with topic name strings (instead of the permission expressions themselves), which can lead to unintended connections between participants in a Data Distribut",https://nvd.nist.gov/vuln/detail/CVE-2019-15137,hard,fast-rtps,1.9.0,TRUE,https://arxiv.org/abs/1908.05310,Advisory says vulnerable through 1.9.0
CVE-2020-8559,kube-apiserver,22-07-2020,6.4,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The Kubernetes kube-apiserver in versions v1.6-v1.15, and versions prior to v1.16.13, v1.17.9 and v1.18.6 are vulnerable to an unvalidated redirect on proxied upgrade requests that could allow an attacker to escalate privileges from a node compromise",https://nvd.nist.gov/vuln/detail/CVE-2020-8559,medium,kubernetes,1.15.0,TRUE,https://github.com/kubernetes/kubernetes/issues/92914,Advisory says vulnerable v1.6-v1.15 and prior to v1.16.13/v1.17.9/v1.18.6
CVE-2022-23471,containerd,07-12-2022,5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,6,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"containerd is an open source container runtime. A bug was found in containerd's CRI implementation where a user can exhaust memory on the host. In the CRI stream server, a goroutine is launched to handle terminal resize events if a TTY is requested. ",https://nvd.nist.gov/vuln/detail/CVE-2022-23471,medium,containerd,1.6.11,TRUE,https://github.com/containerd/containerd/commit/a05d175400b1145e5e6a735a6710579d181e7fb0,Official GitHub Security Advisory GHSA-2qjp-425j-52j9 confirms this bug was fixed in containerd 1.6.12 and 1.5.16 — 1.6.11 is the last vulnerable release on the 1.6.x branch.
CVE-2022-3294,kube-apiserver,01-03-2023,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"Users may have access to secure endpoints in the control plane network. Kubernetes clusters are only affected if an untrusted user can modify Node objects and send proxy requests to them. Kubernetes supports node proxying, which allows clients of kub",https://nvd.nist.gov/vuln/detail/CVE-2022-3294,medium,kubernetes,1.24.7,TRUE,https://github.com/kubernetes/kubernetes/issues/113757,kubernetes security advisory  gives exact affected ranges: kube-apiserver <= v1.24.7
CVE-2023-25173,containerd,16-02-2023,5.3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,cvssMetricV31,security-advisories@github.com,24,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,containerd is an open source container runtime. A bug was found in containerd prior to versions 1.6.18 and 1.5.18 where supplementary groups are not set up properly inside a container. If an attacker has direct access to a container and manipulates t,https://nvd.nist.gov/vuln/detail/CVE-2023-25173,easy,containerd,1.6.17,TRUE,https://github.com/advisories/GHSA-4wjj-jwc9-2x96,Advisory says fixed in 1.6.18 and 1.5.18
CVE-2024-31948,frr,07-04-2024,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,134c704f-9b21-4f2e-91b3-4a467353bcc0,7,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"In FRRouting (FRR) through 9.1, an attacker using a malformed Prefix SID attribute in a BGP UPDATE packet can cause the bgpd daemon to crash.",https://nvd.nist.gov/vuln/detail/CVE-2024-31948,medium,frr,9.1,TRUE,https://github.com/FRRouting/frr/pull/15628,Advisory says vulnerable through FRR 9.1
CVE-2024-31949,frr,07-04-2024,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,cvssMetricV31,134c704f-9b21-4f2e-91b3-4a467353bcc0,7,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"In FRRouting (FRR) through 9.1, an infinite loop can occur when receiving a MP/GR capability as a dynamic capability because malformed data results in a pointer not advancing.",https://nvd.nist.gov/vuln/detail/CVE-2024-31949,medium,frr,9.1,TRUE,https://github.com/FRRouting/frr/pull/15640,Advisory says vulnerable through FRR 9.1
